time,ion_current_M2,ion_current_M44,potential,current1_mA,coll_current,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
2606.350000000001,3.296838066298329e-09,2.8487510329670134e-10,-0.014558225806467009,-0.014400161290322663,,-1.4400161290322662e-05,-14.400161290322664,-2.477464088398776e-11,-4.3041138808200926e-11,1.8266497924213176e-11,3.285759502173978e-09,3.2943956801012315e-09,2.4423861970978706e-12,-1.5828965548814822e-11,1.8271351745912692e-11,3.2898501428571393e-09,6.9879234411904965e-12,-3.8689274725333e-12,-2.6627908726129748e-12,-1.2061365999203251e-12,3.285759502173978e-09,3.3619248287015583e-10,-5.1317379573454536e-11,-5.0118189356695924e-11,-1.1991902167586186e-12,2.9586068176795595e-10,-1.0985578471254617e-11
2606.4,3.293565690607748e-09,2.8629622430938615e-10,-0.01693057142857143,-0.014413714285714287,,-1.4413714285714285e-05,-14.413714285714285,-2.8047016574569068e-11,-4.304132071635462e-11,1.499430414178555e-11,3.2857578585340358e-09,3.294397591611761e-09,-8.319010040132904e-13,-1.583105807561921e-11,1.4999157071605922e-11,3.2898501428571393e-09,3.7155477506091836e-12,-2.447806459848536e-12,-2.662597741199927e-12,2.1479128135139131e-13,3.2857578585340358e-09,3.361847616660322e-10,-4.9888537356646104e-11,-5.0110275641689204e-11,2.2173828504309349e-13,2.9586068176795595e-10,-9.564457458569851e-12
2606.4500000000007,3.2906334175824184e-09,2.8793451160220934e-10,-0.019281215384621055,-0.014421000000000003,,-1.4421e-05,-14.421,-3.09792895998987e-11,-4.304150228790763e-11,1.2062212688008927e-11,3.285756223636185e-09,3.2943995031247368e-09,-3.7660855423179236e-12,-1.583315027301156e-11,1.2067064730693634e-11,3.2898501428571393e-09,7.832747252795471e-13,-8.095191670252998e-13,-2.6624046407495886e-12,1.8528854737242888e-12,3.285756223636185e-09,3.3617704109765086e-10,-4.8242529495441527e-11,-5.01023625940619e-11,1.859833098620377e-12,2.9586068176795595e-10,-7.926170165746617e-12
2606.5,3.290195230769233e-09,2.8957279889501773e-10,-0.02164324615383733,-0.01441460000000016,,-1.4414600000000155e-05,-14.414600000000155,-3.1417476413084534e-11,-4.304168352245052e-11,1.1624207109365982e-11,3.285754597455925e-09,3.2944014146401424e-09,-4.20618387090983e-12,-1.583524214056631e-11,1.162905826965648e-11,3.2898501428571393e-09,3.450879120937187e-13,8.287681257830985e-13,-2.6622115712531807e-12,3.4909796970362797e-12,3.285754597455925e-09,3.361693211650785e-10,-4.6596522270060745e-11,-5.00944502138733e-11,3.497927943812555e-12,2.9586068176795595e-10,-6.2878828729382185e-12
2606.55,3.2897570439560426e-09,2.903896414364661e-10,-0.02389478461538209,-0.014374600000000043,,-1.4374600000000045e-05,-14.374600000000045,-3.18556632262745e-11,-4.3041864419573786e-11,1.118620119329928e-11,3.2857529799687592e-09,3.2944033261579635e-09,-4.646282201920827e-12,-1.5837333677857903e-11,1.1191051475937072e-11,3.2898501428571393e-09,-9.30989010962456e-14,1.6456106672314643e-12,-2.662018532701925e-12,4.30762919993339e-12,3.2857529799687592e-09,3.361616018683817e-10,-4.57719604319156e-11,-5.008653850118264e-11,4.314578069267047e-12,2.9586068176795595e-10,-5.4710403314898526e-12
2606.600000000001,3.289318857142853e-09,2.8928977955800663e-10,-0.026523937500011856,-0.01438109375000006,,-1.4381093750000064e-05,-14.381093750000062,-3.229385003946446e-11,-4.304204497886796e-11,1.0748194939403487e-11,3.285751371150633e-09,3.2944052376781837e-09,-5.086380535330648e-12,-1.5839424884460787e-11,1.0753044349130137e-11,3.2898501428571393e-09,-5.312857142862099e-13,5.457487887719431e-13,-2.661825525087044e-12,3.2075743138589878e-12,3.285751371150633e-09,3.3615388320762706e-10,-4.686410364962048e-11,-5.0078627456049176e-11,3.2145238064286883e-12,2.9586068176795595e-10,-6.570902209949374e-12
2606.65,3.290090116022111e-09,2.8818991767955704e-10,-0.029036630769229438,-0.014425369230769194,,-1.4425369230769196e-05,-14.425369230769196,-3.152259116020608e-11,-4.304222519992356e-11,1.1519634039717482e-11,3.285749770977893e-09,3.2944071492007884e-09,-4.3170331786772985e-12,-1.5841515759949398e-11,1.15244825812721e-11,3.2898501428571393e-09,2.399731649721723e-13,-5.54113089677652e-13,-2.6616325483997594e-12,2.107519458722107e-12,3.285749770977893e-09,3.3614616518288136e-10,-4.7956247503324384e-11,-5.0070717078532064e-11,2.114469575207686e-12,2.9586068176795595e-10,-7.670764088398969e-12
2606.7000000000007,3.29217160773482e-09,2.8709005580109746e-10,-0.031373666666673995,-0.014502060606060947,,-1.450206060606095e-05,-14.50206060606095,-2.944109944749732e-11,-4.3042405082331115e-11,1.3601305634833796e-11,3.285748179427243e-09,3.2944090607257608e-09,-2.2374529909413703e-12,-1.584360630389819e-11,1.3606153312956821e-11,3.2898501428571393e-09,2.321464877680936e-12,-1.6539749681371734e-12,-2.661439602631291e-12,1.0074646344941178e-12,3.285748179427243e-09,3.36138447794211e-10,-4.904839199311346e-11,-5.006280736869051e-11,1.0144153755770475e-12,2.9586068176795595e-10,-8.77062596685849e-12
2606.75,3.2942530994475104e-09,2.871854241758249e-10,-0.033590333333335165,-0.014605848484848569,,-1.4605848484848572e-05,-14.60584848484857,-2.7359607734807162e-11,-4.3042584625681115e-11,1.568297689087395e-11,3.2857465964758192e-09,3.294410972253089e-09,-1.5787280557862479e-13,-1.5845696515881596e-11,1.568782371030297e-11,3.2898501428571393e-09,4.4029565903710875e-12,-1.55860659340968e-12,-2.6612466877728617e-12,1.102640094363182e-12,3.2857465964758192e-09,3.361307310416826e-10,-4.8945306865857705e-11,-5.005489832658372e-11,1.1095914607260106e-12,2.9586068176795595e-10,-8.675257592130997e-12
2606.8,3.296334591160219e-09,2.8784325384615613e-10,-0.03609524615385566,-0.014623292307692359,,-1.4623292307692361e-05,-14.623292307692358,-2.52781160220984e-11,-4.304276382956406e-11,1.776464780746566e-11,3.2857450221007558e-09,3.2944128837827528e-09,1.921707377466361e-12,-1.5847786395474046e-11,1.7769493772940407e-11,3.2898501428571393e-09,6.484448303079852e-12,-9.007769230785046e-13,-2.661053803805618e-12,1.7602768807271135e-12,3.2857450221007558e-09,3.3612301492536283e-10,-4.827976107920665e-11,-5.0046989952260704e-11,1.7672288730540458e-12,2.9586068176795595e-10,-8.017427921799822e-12
