time,potential,current1_mA,coll_current,current1,current1_muA
633.276,0.8886129999999999,0.003379,,3.3789999999999998e-06,3.3789999999999996
633.3340000000001,0.894123,0.003503,,3.503e-06,3.503
633.3919999999999,0.8908510000000001,0.001148,,1.148e-06,1.148
633.4490000000001,0.888785,0.000404,,4.0399999999999996e-07,0.40399999999999997
633.511,0.886892,3.2e-05,,3.1999999999999995e-08,0.032
633.57,0.886892,-0.000178,,-1.7799999999999995e-07,-0.17800000000000002
633.63,0.882243,-0.000371,,-3.71e-07,-0.371
633.691,0.8800049999999999,-0.000557,,-5.57e-07,-0.5569999999999999
633.748,0.8774219999999999,-0.0006320000000000001,,-6.32e-07,-0.6320000000000001
633.808,0.8750120000000001,-0.000767,,-7.67e-07,-0.767
633.869,0.874668,-0.000908,,-9.08e-07,-0.908
633.93,0.872085,-0.001059,,-1.0590000000000002e-06,-1.0590000000000002
633.99,0.86692,-0.001145,,-1.145e-06,-1.145
634.048,0.863821,-0.001156,,-1.156e-06,-1.156
634.112,0.863649,-0.001369,,-1.3690000000000001e-06,-1.369
634.172,0.858656,-0.001483,,-1.483e-06,-1.483
634.235,0.855557,-0.001603,,-1.6030000000000002e-06,-1.6030000000000002
634.295,0.852975,-0.001689,,-1.689e-06,-1.689
634.352,0.850392,-0.0017,,-1.6999999999999996e-06,-1.7
634.414,0.8471209999999999,-0.001862,,-1.862e-06,-1.8619999999999999
634.474,0.8440219999999999,-0.001893,,-1.8930000000000001e-06,-1.893
634.535,0.841095,-0.001982,,-1.982e-06,-1.982
634.596,0.838341,-0.002116,,-2.116e-06,-2.116
634.653,0.837996,-0.002168,,-2.1680000000000002e-06,-2.168
634.714,0.832831,-0.002271,,-2.271e-06,-2.271
634.778,0.8295600000000001,-0.002289,,-2.2890000000000004e-06,-2.289
634.844,0.829044,-0.002282,,-2.2820000000000003e-06,-2.282
634.901,0.826117,-0.002412,,-2.412e-06,-2.412
634.9580000000001,0.823534,-0.002536,,-2.536e-06,-2.536
635.019,0.8178529999999999,-0.002636,,-2.6360000000000003e-06,-2.636
635.08,0.814754,-0.002698,,-2.6980000000000003e-06,-2.698
635.14,0.8144100000000001,-0.002719,,-2.7189999999999997e-06,-2.719
635.201,0.8089,-0.0028120000000000003,,-2.8120000000000004e-06,-2.8120000000000003
635.261,0.806146,-0.002881,,-2.881e-06,-2.8810000000000002
635.322,0.8032189999999999,-0.002926,,-2.926e-06,-2.926
635.387,0.802702,-0.002915,,-2.915e-06,-2.915
635.446,0.797021,-0.00296,,-2.96e-06,-2.96
635.504,0.794438,-0.003074,,-3.074e-06,-3.074
635.565,0.793405,-0.003122,,-3.122e-06,-3.122
635.627,0.788413,-0.0031420000000000003,,-3.1419999999999997e-06,-3.1420000000000003
635.688,0.788068,-0.003249,,-3.2489999999999997e-06,-3.2489999999999997
