time,potential,current1_mA,coll_current,current1,current1_muA
2325.765,0.055502,-0.003711,,-3.711e-06,-3.7110000000000003
2325.833,0.057396,-0.001979,,-1.979e-06,-1.979
2325.899,0.059118,-0.000994,,-9.940000000000001e-07,-0.994
2325.964,0.061012,-0.000161,,-1.6100000000000003e-07,-0.161
2326.03,0.06359400000000001,0.000456,,4.56e-07,0.456
2326.1079999999997,0.066349,0.000952,,9.520000000000001e-07,0.9520000000000001
2326.178,0.069448,0.001134,,1.134e-06,1.134
2326.242,0.07203,0.001351,,1.3509999999999999e-06,1.351
2326.3089999999997,0.07530099999999999,0.00153,,1.5300000000000004e-06,1.53
2326.376,0.0784,0.001478,,1.478e-06,1.4780000000000002
2326.4410000000003,0.08115499999999999,0.001499,,1.4990000000000004e-06,1.499
2326.507,0.084426,0.001558,,1.5580000000000002e-06,1.5579999999999998
2326.575,0.08787,0.001406,,1.4060000000000002e-06,1.406
2326.641,0.090969,0.001351,,1.3509999999999999e-06,1.351
2326.7039999999997,0.093895,0.001344,,1.344e-06,1.344
2326.8089999999997,0.099577,0.001258,,1.258e-06,1.258
2326.881,0.10302,0.001086,,1.086e-06,1.086
2326.949,0.106636,0.001083,,1.083e-06,1.083
2327.0170000000003,0.110079,0.0008789999999999999,,8.789999999999998e-07,0.8789999999999999
2327.084,0.11335,0.000897,,8.97e-07,0.897
2327.151,0.117138,0.00081,,8.1e-07,0.8099999999999999
2327.216,0.12023699999999997,0.000659,,6.590000000000001e-07,0.6589999999999999
2327.279,0.123336,0.000604,,6.040000000000001e-07,0.6040000000000001
2327.343,0.126779,0.000621,,6.210000000000001e-07,0.621
2327.411,0.130222,0.000559,,5.590000000000001e-07,0.5589999999999999
2327.4770000000003,0.133666,0.000411,,4.11e-07,0.411
2327.5429999999997,0.13693699999999998,0.000445,,4.45e-07,0.445
2327.609,0.140552,0.000421,,4.21e-07,0.42100000000000004
2327.674,0.143651,0.00026000000000000003,,2.6000000000000005e-07,0.26
2327.741,0.14675,0.000256,,2.56e-07,0.256
2327.812,0.150538,0.00027,,2.7e-07,0.27
2327.877,0.153981,0.000111,,1.11e-07,0.11100000000000003
2327.944,0.157252,0.000198,,1.98e-07,0.198
2328.009,0.160524,0.000139,,1.3900000000000001e-07,0.13899999999999998
2328.074,0.163795,5e-06,,5e-09,0.005
2328.14,0.167238,2.2e-05,,2.2000000000000002e-08,0.022000000000000002
2328.206,0.170853,7.7e-05,,7.7e-08,0.077
2328.277,0.174125,-8.8e-05,,-8.800000000000001e-08,-0.08800000000000001
2328.341,0.177396,-5e-05,,-5e-08,-0.05
2328.408,0.180667,-1.9e-05,,-1.8999999999999998e-08,-0.019
2328.475,0.183766,-0.000171,,-1.71e-07,-0.171
2328.541,0.187209,-0.000109,,-1.09e-07,-0.109
2328.606,0.19048,-8.8e-05,,-8.800000000000001e-08,-0.08800000000000001
2328.6710000000003,0.193751,-0.000188,,-1.8800000000000002e-07,-0.188
2328.737,0.197195,-0.00025,,-2.5e-07,-0.25
