time,ion_current_M2,ion_current_M44,potential,current1_mA,coll_current,current1,current1_muA,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
530.0,4.655199475138126e-09,4.294343362637353e-10,0.3908009310344828,-0.00020908620689655572,,-2.0908620689655574e-07,-0.20908620689655572,-2.0226779120890407e-11,-2.6802736601361737e-11,6.575957480471335e-12,4.636921531404836e-09,4.399254696825291e-10,-1.0491133418793774e-11,-1.7840816012355596e-11,7.34968259356182e-12,4.316066098901105e-10,-2.172273626375143e-12
530.0500000000002,4.6641229120879045e-09,4.305896659340672e-10,0.3915064385964935,-0.0002242631578947639,,-2.2426315789476398e-07,-0.22426315789476392,-1.9071449450558528e-11,-2.679672903447379e-11,7.72527958391526e-12,4.636917279856302e-09,4.3992645304964773e-10,-9.336787115580477e-12,-1.7835400138756453e-11,8.498613023175979e-12,4.316095077348057e-10,-1.0198418007384583e-12
530.1,4.660512472527469e-09,4.317449956043965e-10,0.391942225806452,-0.00023500000000000002,,-2.3500000000000005e-07,-0.235,-1.791611978022929e-11,-2.6790723198452987e-11,8.874603418223702e-12,4.63691301038433e-09,4.3992743580778586e-10,-8.182440203389424e-12,-1.7829985348307825e-11,9.6475451449184e-12,4.316339143646405e-10,1.1108123975598435e-13
530.15,4.656902032967032e-09,4.325019348066298e-10,0.3905253389830508,-0.00023377966101694502,,-2.337796610169451e-07,-0.23377966101694506,-1.7159180577995853e-11,-2.678471909399205e-11,9.625538515996195e-12,4.636908723034893e-09,4.399284179571812e-10,-7.426483150551278e-12,-1.78245716421905e-11,1.0398088491639224e-11,4.316341607734804e-10,8.677740331494574e-13
530.2,4.653291593406588e-09,4.326088685082874e-10,0.3903795762711864,-0.00021852542372881003,,-2.1852542372880997e-07,-0.21852542372881004,-1.7052246876338276e-11,-2.6778716721783665e-11,9.726469845445388e-12,4.6369044178539645e-09,4.3992939949807163e-10,-7.320530989784122e-12,-1.7819159021585293e-11,1.0498628031801172e-11,4.316341607734804e-10,9.747077348070345e-13
530.25,4.6507256298342515e-09,4.327158022099448e-10,0.39049844827586205,-0.0002441551724137718,,-2.4415517241377183e-07,-0.24415517241377185,-1.6945313174680954e-11,-2.6772716082520532e-11,9.827402907839572e-12,4.6369000948875135e-09,4.399303804306954e-10,-7.2145782207505825e-12,-1.781374748767299e-11,1.0599169266922409e-11,4.316341607734804e-10,1.0816414364643528e-12
530.3000000000002,4.6489803259668475e-09,4.3282273591160235e-10,0.3904272758620689,-0.00022967241379307984,,-2.2967241379307982e-07,-0.2296724137930798,-1.683837947302338e-11,-2.6766717176895362e-11,9.928337703871977e-12,4.6368957541815166e-09,4.3993136075528963e-10,-7.108624843687231e-12,-1.780833704163438e-11,1.0699712197947149e-11,4.316341607734804e-10,1.1885751381219297e-12
530.35,4.647235022099448e-09,4.3288564419889515e-10,0.39019299999999996,-0.000114,,-1.14e-07,-0.114,-1.6775471185730687e-11,-2.6760720005600842e-11,9.98524881987016e-12,4.636891395781941e-09,4.399323404720927e-10,-7.04669627319754e-12,-1.7802927684650258e-11,1.075623141145272e-11,4.316341607734804e-10,1.2514834254146255e-12
530.4,4.645489718232045e-09,4.329346497237569e-10,0.3900832758620689,-8.558620689641248e-05,,-8.558620689641251e-08,-0.08558620689641247,-1.672646566086884e-11,-2.6754724569329676e-11,1.002825890846084e-11,4.636887019734763e-09,4.3993331958134166e-10,-6.998669857584723e-12,-1.7797519417901412e-11,1.0798849560316693e-11,4.316341607734804e-10,1.3004889502764698e-12
530.45,4.6473486132596685e-09,4.329836552486188e-10,0.3906861186440693,-0.00021325423728812395,,-2.1325423728812392e-07,-0.21325423728812395,-1.6677460136006944e-11,-2.674873086877454e-11,1.0071270732767596e-11,4.636882626085957e-09,4.3993429808327464e-10,-6.950642834655799e-12,-1.779211224256865e-11,1.0841469407912847e-11,4.316341607734804e-10,1.3494944751383654e-12
