time,ion_current_M2,ion_current_M44,potential,current1_mA,coll_current,current1,current1_muA,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
2774.0,4.573958519336991e-09,4.5383773681318517e-10,0.01174054545456508,-0.00682509090908955,,-6.825090909089552e-06,-6.82509090908955,4.176621428559496e-12,1.16024072346938e-12,3.0163807050901166e-12,4.573962789249879e-09,5.94375125302767e-10,-1.4053738848958177e-10,-1.4700889583480717e-10,6.4715073452253825e-12,4.879864381215452e-10,-3.414870130835982e-11
2774.05,4.572093292817725e-09,4.546335884615407e-10,0.01427406060605924,-0.006345272727273,,-6.345272727273003e-06,-6.3452727272730005,4.972473076914985e-12,1.1601593352173541e-12,3.8123137416976315e-12,4.573958370842521e-09,5.943540046311871e-10,-1.397204161696464e-10,-1.4698851999101178e-10,7.268103821365366e-12,4.879864381215452e-10,-3.335284966000434e-11
2774.100000000001,4.5762836243094404e-09,4.554294401098962e-10,0.0165320136986304,-0.005974397260273936,,-5.974397260273937e-06,-5.974397260273937,5.7683247252704215e-12,1.160077675974216e-12,4.608247049296205e-12,4.5739539479898075e-09,5.943328806555553e-10,-1.3890344054565902e-10,-1.469681391943852e-10,8.064698648726173e-12,4.879864381215452e-10,-3.25569980116489e-11
2774.15,4.5804739558011186e-09,4.5592761546961367e-10,0.018648818181811282,-0.005710272727273072,,-5.7102727272730725e-06,-5.7102727272730744,6.266500084987938e-12,1.15999574569941e-12,5.106504339288528e-12,4.573949520677799e-09,5.94311753375718e-10,-1.3838413790610434e-10,-1.469477534426094e-10,8.563615536505022e-12,4.879864381215452e-10,-3.205882265193139e-11
2774.2000000000007,4.584664287292837e-09,4.560763447513822e-10,0.02073518181818872,-0.005605727272726927,,-5.605727272726927e-06,-5.605727272726925,6.4152293667563935e-12,1.1599135443523806e-12,5.255315822404014e-12,4.573945088892795e-09,5.942906227915216e-10,-1.382142780401393e-10,-1.4692736273336628e-10,8.713084693226944e-12,4.879864381215452e-10,-3.191009337016293e-11
2774.25,4.58659252197802e-09,4.5622507403314913e-10,0.021726363636359755,-0.005380909090910321,,-5.380909090910318e-06,-5.38090909091032,6.563958648523506e-12,1.159831071892573e-12,5.404127576630934e-12,4.573940652621744e-09,5.942694889028124e-10,-1.3804441486966316e-10,-1.4690696706433798e-10,8.862552194674793e-12,4.879864381215452e-10,-3.176136408839582e-11
2774.3,4.587355434065935e-09,4.5637380331491774e-10,0.02393578313252703,-0.005137951807229124,,-5.137951807229123e-06,-5.1379518072291255,6.712687930291961e-12,1.1597483282794319e-12,5.552939602012528e-12,4.573936211851597e-09,5.94248351709437e-10,-1.3787454839451927e-10,-1.4688656643320634e-10,9.012018038687074e-12,4.879864381215452e-10,-3.161263480662736e-11
2774.350000000001,4.5881183461538475e-09,4.5525185856352597e-10,0.027462289156652008,-0.00489939759035972,,-4.8993975903597205e-06,-4.8993975903597216,5.590743178900296e-12,1.1596653134724023e-12,4.431077865427893e-12,4.573931766569301e-09,5.942272112112419e-10,-1.389753526477159e-10,-1.468661608376533e-10,7.890808189937431e-12,4.879864381215452e-10,-3.273457955801903e-11
2774.4,4.588847430939232e-09,4.538878806629813e-10,0.03007119047619296,-0.004537015873015486,,-4.5370158730154865e-06,-4.537015873015487,4.22676527835559e-12,1.1595820274309289e-12,3.0671832509246612e-12,4.5739273167618085e-09,5.942060674080736e-10,-1.403181867450923e-10,-1.4684575027536073e-10,6.527563530268421e-12,4.879864381215452e-10,-3.409855745856373e-11
2774.4500000000007,4.587918977900552e-09,4.525239027624242e-10,0.031213769230770162,-0.0042644615384608425,,-4.264461538460842e-06,-4.264461538460841,2.8627873777984238e-12,1.1594984701144564e-12,1.7032889076839678e-12,4.573922862416072e-09,5.941849202997784e-10,-1.4166101753735428e-10,-1.4682533474401027e-10,5.1643172066559685e-12,4.879864381215452e-10,-3.54625353591209e-11
